司法院主管(含財團法人),,,,,,,,,,,,,
媒體政策及業務宣導執行情形表,,,,,,,,,,,,,
中華民國112年第一季,,,,,,,,,,,,,
,,,,,,,,,,,,單位：元,
機關名稱,宣導項目、標題及內容,標案/契約名稱,媒體類型,宣導期程,執行單位,預算來源,預算科目,執行金額,受委託廠商名稱,預期效益,刊登或託播對象,備註,
司法院,「國民法官：吳念真賣場篇」、「國民法官：吳念真市場篇」圖文稿,2023年中國時報新春特刊廣告,平面媒體,112年1月10日起,新聞及法治宣導處,總預算,一般行政," 98,000 ",中國時報文化事業股份有限公司,向民眾廣為宣導,2023年中國時報新春特刊,,
,國民法官，其實我們都可以 （5分鐘完整版）；國民法官，其實我們都可以（30秒安心篇）；國民法官，其實我們都可以（30秒推薦篇）影片,"111年國民法官制度網路、平面、家外宣導案
後續擴充 【111年度保留案】",網路媒體,112年1月2日至2月3日,新聞及法治宣導處,總預算,一般行政," 988,240 ",三立電視股份有限公司,向民眾廣為宣導,Google、Youtube,,
司法院,託播「國民法官：吳念真公車站篇」、「國民法官：吳念真賣場篇」、「國民法官：吳念真市場篇」、「國民法官：吳念真小吃店篇」、「國民法官，其實我們都可以（30秒安心篇）」、「國民法官，其實我們都可以（30秒推薦篇）」影片廣告（各30秒）,無,電視媒體,112年1月20日至2月19日,新聞及法治宣導處,總預算,一般行政, - ,行政院新聞傳播處,向民眾廣為宣導,台視、中視、華視、民視、客家、原民等六家無線台,行政院公益託播無收費,
司法院,託播「許效舜×國民法官廣播(福州伯篇30秒)」,無,廣播媒體,112年1月1日至1月31日,新聞及法治宣導處,總預算,一般行政, - ,行政院新聞傳播處,向民眾廣為宣導,全國廣播電臺,行政院公益託播無收費,
司法院,託播「國民法官：吳念真公車站篇」、「國民法官：吳念真賣場篇」、「國民法官：吳念真市場篇」、「國民法官：吳念真小吃店篇」、「國民法官，其實我們都可以（30秒安心篇）」、「國民法官，其實我們都可以（30秒推薦篇）」影片廣告（各30秒）,無,電視媒體,112年2月20日至112年3月19日,新聞及法治宣導處,總預算,一般行政, - ,行政院新聞傳播處,向民眾廣為宣導,台視、中視、華視、民視、客家、原民等六家無線台,行政院公益託播無收費,
司法院,託播「許效舜×國民法官廣播(鐵獅玉玲瓏篇30秒)」,無,廣播媒體,112年2月1日至2月28日,新聞及法治宣導處,總預算,一般行政, - ,行政院新聞傳播處,向民眾廣為宣導,全國廣播電臺,行政院公益託播無收費,
司法院,託播「ADR訴訟外紛爭解決機制篇」影片,"司法院111年司法政策溝通採購案
【111年度保留案】",電視媒體,112年2月21日至3月2日,新聞及法治宣導處,總預算,一般行政," 1,808,494 ",民視文化事業股份有限公司,向民眾廣為宣導,三立家族、民視家族、東森家族、緯來家族、衛視家族、TVBS新聞/TVBS、三立新聞/財經、民視新聞、東森新聞／財經,,
司法院,投放「ADR訴訟外紛爭解決機制篇」影片,"司法院111年司法政策溝通採購案
【111年度保留案】",網路媒體,112年2月21日至3月2日,新聞及法治宣導處,總預算,一般行政," 714,300 ",民視文化事業股份有限公司,向民眾廣為宣導,google關鍵字、網路媒體特別企劃(包括但不限於youtube、google影音聯播網、line平台等)、新聞類圖像聯播網廣告(精選高接觸率新聞網站，如自由、UDN、東森新聞雲等),,
司法院,託播「ADR訴訟外紛爭解決機制篇」廣播,"司法院111年司法政策溝通採購案
【111年度保留案】",廣播媒體,112年2月21日至3月2日,新聞及法治宣導處,總預算,一般行政," 208,538 ",民視文化事業股份有限公司,向民眾廣為宣導,台北健康電台、寶島新聲、大苗栗廣播、台中城市廣播、台南知音,,
司法院,ADR訴訟外紛爭解決機制口播廣告,"司法院111年司法政策溝通採購案
【111年度保留案】",廣播媒體,112年2月25、26日,新聞及法治宣導處,總預算,一般行政, - ,民視文化事業股份有限公司,向民眾廣為宣導,中廣流行網,廠商回饋,
司法院,ADR訴訟外紛爭解決機制平面消息稿,"司法院111年司法政策溝通採購案
【111年度保留案】",平面媒體,112年2月24、27日、3月1日,新聞及法治宣導處,總預算,一般行政, - ,民視文化事業股份有限公司,向民眾廣為宣導,聯合報、中國時報、鏡周刊,廠商回饋,
司法院,司法院LINE官方帳號2.0、FB、IG經營執行,司法院111年Line官方帳號2.0規劃執行暨社群輿情監測採購案,網路媒體,112年1月1日至112年3月31日,新聞及法治宣導處,總預算,一般行政," 997,065 ",潮網科技股份有限公司,賡續經營官方司法社群，藉由圖文、影音等內容之推播，建立良善雙向互動平台，推廣全民法治教育。,LINE、FB、IG社群平台,,
司法院,「國民法官：吳念真市場篇」圖文稿（報紙）；「國民法官：吳念真市場篇」圖文banner含影片連結（電子報）,"111年國民法官制度網路、平面、家外宣導案
後續擴充 【111年度保留案】",平面媒體＋網路媒體,112年3月29日至3月31日,新聞及法治宣導處,總預算,一般行政," 247,060 ",三立電視股份有限公司,向民眾廣為宣導,"自由時報電子報（3/29~3/31）
自由時報報紙影劇版（3/31刊登）",,
,託播「國民法官：吳念真客廳篇」、「國民法官，其實我們都可以（完整版）」影片廣告,,網路媒體,112年3月30日至4月5日,,,," 790,592 ",,,Google桌機及手機影音聯播網、Youtube桌機影片前導廣告及手機廣告,,
司法院,託播「國民法官：吳念真公車站篇」、「國民法官：吳念真賣場篇」、「國民法官：吳念真市場篇」、「國民法官：吳念真小吃店篇」、「國民法官，其實我們都可以（30秒安心篇）」、「國民法官，其實我們都可以（30秒推薦篇）」影片廣告、「司法改革影片—被害人保護及訴訟參與篇（30秒）」（各30秒）,無,電視媒體,112年3月20日至4月19日,新聞及法治宣導處,總預算,一般行政, - ,行政院新聞傳播處,向民眾廣為宣導,台視、中視、華視、民視、客家、原民等六家無線台,行政院公益託播無收費,
司法院,託播「許效舜×國民法官廣播(福州伯篇30秒)」,無,廣播媒體,112年3月1日至3月31日,新聞及法治宣導處,總預算,一般行政, - ,行政院新聞傳播處,向民眾廣為宣導,全國廣播電臺,行政院公益託播無收費,
司法院,法律戲劇諮詢平台社群經營,司法院112年度法律戲劇諮詢平台採購案,網路媒體,112年3月28日至12月31日,新聞及法治宣導處,總預算,一般行政," 190,000 ",世新大學,設置社群媒體平台與管理，提供戲劇製作時，法律問題官方諮詢窗口，希冀協助創作優質影視作品，帶動民眾親近並理解司法。,FB,,
司法院,"社群網路文章1篇
Podcast錄音3集
影片製播1支",112年司法跨域對話宣導勞務採購案,網路媒體,112年3月7日至11月30日,新聞及法治宣導處,總預算,一般行政," 1,430,000 ",天下雜誌股份有限公司,預計觸及青壯世代非法律領域之民眾，傳遞重要觀念，促進法治教育之普及。,FB、網頁、Podcast、YT,,
財團法人法律扶助基金會,逍遙法外講座活動、宣導影片等,"非採購標案
法扶臉書廣告(1-3月)",網路媒體,112年1月9日至112年3月31日,總會宣導處　,總預算,管理費用," 89,250 ",台北數位廣告股份有限公司,向民眾廣為宣導,Facebook影音廣告,,
財團法人法律扶助基金會,宣導法律扶助業務(債務問題),"採購標案
111年度「國光客運電視媒體廣告」採購案",國光客運(影音廣告),112年1月15日至112年2月14日,總會宣導處　,總預算,管理費用," 280,000 ",國光媒體股份有限公司,向民眾廣為宣導,國光客運車上電視及站內電視多媒體影音廣告,,
財團法人法律扶助基金會,宣傳馬祖分會法律扶助申請與諮詢業務,"非採購標案--
刊登有線電視跑馬燈廣告","電視媒體
(跑馬燈)",112年3月15日至112年12月15日,馬祖分會,總預算,管理費用," 10,000 ",祥通事業股份有限公司 ,向民眾廣為宣導,馬祖連江縣所有使用有線電視系統民眾,,
填表說明：,,,,,,,,,,,,,
1.,本表係依預算法第62條之1規範，凡編列預算於平面媒體、廣播媒體、網路媒體(含社群媒體)及電視媒體辦理政策及業務宣導為填表範圍。,,,,,,,,,,,,
2.,「機關名稱」應包含國營事業、基金、財團法人，所稱之財團法人，係指政府捐助基金50％以上成立之財團法人。,,,,,,,,,,,,
3.,「標案/契約名稱」請填列政府電子採購網之「標案名稱」，倘為小額採購、行政委託及補助案件等無須刊登政府電子採購網者，則以辦理媒體政策及業務宣導相關文件（如契約等）之案名填列。,,,,,,,,,,,,
4.,「宣導期程」請依委託製播宣導之涵蓋期程，並針對季內刊登(播出)時間或次數填列，如109.10.1-109.12.31(涵蓋期程)；109.10.1、109.12.1(播出時間)或2次(刊登次數)。,,,,,,,,,,,,
5.,「執行單位」係指各機關或國營事業之內部業務承辦單位。,,,,,,,,,,,,
6.,「預算來源」請查填總預算、○○特別預算、國營事業、非營業特種基金或財團法人預算。,,,,,,,,,,,,
7.,「預算科目」屬總預算、特別預算及政事型特種基金請填至業務(工作)計畫；業權型基金填至損益表（收支餘絀表）3級科目（xx成本或xx費用）；財團法人填至收支營運表3級科目（xx支出或xx費用）。,,,,,,,,,,,,
8.,機關如有公益或廠商回饋免費廣告等補充說明，請列入備註欄表達。,,,,,,,,,,,,
